抓取日期,社會住宅,遞補類型,房型,戶別,已遞補人數,已放棄人數,待遞補人數,名冊總人數,實際放棄率
2026-07-23,太平育賢二期,隨到隨辦,二房型,一般戶,29,148,741,918,0.8361581920903954
2026-06-22,太平育賢二期,隨到隨辦,二房型,關懷戶,7,108,636,752,0.9391304347826088
2026-06-23,太平育賢二期,隨到隨辦,二房型,關懷戶,7,108,636,752,0.9391304347826088
2026-06-24,太平育賢二期,隨到隨辦,二房型,關懷戶,7,108,639,755,0.9391304347826088
2026-07-09,太平育賢二期,隨到隨辦,二房型,關懷戶,12,110,639,762,0.9016393442622952
2026-07-10,太平育賢二期,隨到隨辦,二房型,關懷戶,12,110,639,762,0.9016393442622952
2026-07-11,太平育賢二期,隨到隨辦,二房型,關懷戶,12,110,639,762,0.9016393442622952
2026-07-12,太平育賢二期,隨到隨辦,二房型,關懷戶,12,110,639,762,0.9016393442622952
2026-07-13,太平育賢二期,隨到隨辦,二房型,關懷戶,12,111,640,764,0.902439024390244
2026-07-14,太平育賢二期,隨到隨辦,二房型,關懷戶,12,111,640,764,0.902439024390244
2026-07-15,太平育賢二期,隨到隨辦,二房型,關懷戶,12,112,639,764,0.9032258064516128
2026-07-16,太平育賢二期,隨到隨辦,二房型,關懷戶,11,112,642,766,0.9105691056910568
2026-07-17,太平育賢二期,隨到隨辦,二房型,關懷戶,14,112,639,766,0.8888888888888888
2026-07-18,太平育賢二期,隨到隨辦,二房型,關懷戶,14,112,639,766,0.8888888888888888
2026-07-19,太平育賢二期,隨到隨辦,二房型,關懷戶,14,112,639,766,0.8888888888888888
2026-07-20,太平育賢二期,隨到隨辦,二房型,關懷戶,14,112,641,768,0.8888888888888888
2026-07-21,太平育賢二期,隨到隨辦,二房型,關懷戶,14,112,641,768,0.8888888888888888
2026-07-22,太平育賢二期,隨到隨辦,二房型,關懷戶,14,112,641,768,0.8888888888888888
2026-07-23,太平育賢二期,隨到隨辦,二房型,關懷戶,14,112,641,768,0.8888888888888888
2026-06-22,太平長億,隨到隨辦,一房型,一般戶,5,13,235,253,0.7222222222222222
2026-06-23,太平長億,隨到隨辦,一房型,一般戶,5,13,235,253,0.7222222222222222
2026-06-24,太平長億,隨到隨辦,一房型,一般戶,5,13,242,260,0.7222222222222222
2026-07-09,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-10,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-11,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-12,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-13,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-14,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-15,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-16,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-17,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-18,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-19,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-20,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-21,太平長億,隨到隨辦,一房型,一般戶,5,14,259,278,0.7368421052631579
2026-07-22,太平長億,隨到隨辦,一房型,一般戶,5,14,270,289,0.7368421052631579
2026-07-23,太平長億,隨到隨辦,一房型,一般戶,5,14,270,289,0.7368421052631579
2026-06-22,太平長億,隨到隨辦,一房型,關懷戶,1,2,109,112,0.6666666666666666
2026-06-23,太平長億,隨到隨辦,一房型,關懷戶,1,2,109,112,0.6666666666666666
2026-06-24,太平長億,隨到隨辦,一房型,關懷戶,1,2,111,114,0.6666666666666666
2026-07-09,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-10,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-11,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-12,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-13,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-14,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-15,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-16,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-17,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-18,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-19,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-20,太平長億,隨到隨辦,一房型,關懷戶,0,4,121,125,1.0
2026-07-21,太平長億,隨到隨辦,一房型,關懷戶,1,4,121,126,0.8
2026-07-22,太平長億,隨到隨辦,一房型,關懷戶,1,4,125,130,0.8
2026-07-23,太平長億,隨到隨辦,一房型,關懷戶,1,4,125,130,0.8
2026-06-22,太平長億,隨到隨辦,三房型,一般戶,0,4,32,36,1.0
2026-06-23,太平長億,隨到隨辦,三房型,一般戶,0,4,32,36,1.0
2026-06-24,太平長億,隨到隨辦,三房型,一般戶,0,4,33,37,1.0
2026-07-09,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-10,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-11,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-12,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-13,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-14,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-15,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-16,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-17,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-18,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-19,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-20,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-21,太平長億,隨到隨辦,三房型,一般戶,0,4,34,38,1.0
2026-07-22,太平長億,隨到隨辦,三房型,一般戶,0,4,35,39,1.0
2026-07-23,太平長億,隨到隨辦,三房型,一般戶,0,4,35,39,1.0
2026-06-22,太平長億,隨到隨辦,三房型,關懷戶,0,5,81,86,1.0
2026-06-23,太平長億,隨到隨辦,三房型,關懷戶,0,5,81,86,1.0
2026-06-24,太平長億,隨到隨辦,三房型,關懷戶,0,5,84,89,1.0
2026-07-09,太平長億,隨到隨辦,三房型,關懷戶,0,5,91,96,1.0
2026-07-10,太平長億,隨到隨辦,三房型,關懷戶,0,5,91,96,1.0
2026-07-11,太平長億,隨到隨辦,三房型,關懷戶,0,5,91,96,1.0
2026-07-12,太平長億,隨到隨辦,三房型,關懷戶,0,5,91,96,1.0
2026-07-13,太平長億,隨到隨辦,三房型,關懷戶,0,5,91,96,1.0
2026-07-14,太平長億,隨到隨辦,三房型,關懷戶,0,5,91,96,1.0
2026-07-15,太平長億,隨到隨辦,三房型,關懷戶,0,5,91,96,1.0
2026-07-16,太平長億,隨到隨辦,三房型,關懷戶,0,5,91,96,1.0
2026-07-17,太平長億,隨到隨辦,三房型,關懷戶,0,6,90,96,1.0
2026-07-18,太平長億,隨到隨辦,三房型,關懷戶,0,6,90,96,1.0
2026-07-19,太平長億,隨到隨辦,三房型,關懷戶,0,6,90,96,1.0
2026-07-20,太平長億,隨到隨辦,三房型,關懷戶,0,6,90,96,1.0
2026-07-21,太平長億,隨到隨辦,三房型,關懷戶,0,6,90,96,1.0
2026-07-22,太平長億,隨到隨辦,三房型,關懷戶,0,6,92,98,1.0
2026-07-23,太平長億,隨到隨辦,三房型,關懷戶,0,6,92,98,1.0
2026-06-22,太平長億,隨到隨辦,二房型,一般戶,6,7,122,135,0.5384615384615384
2026-06-23,太平長億,隨到隨辦,二房型,一般戶,6,7,122,135,0.5384615384615384
2026-06-24,太平長億,隨到隨辦,二房型,一般戶,5,7,122,135,0.5833333333333334
2026-07-09,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-10,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-11,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-12,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-13,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-14,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-15,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-16,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-17,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-18,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-19,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-20,太平長億,隨到隨辦,二房型,一般戶,2,7,129,139,0.7777777777777778
2026-07-21,太平長億,隨到隨辦,二房型,一般戶,4,7,129,141,0.6363636363636364
2026-07-22,太平長億,隨到隨辦,二房型,一般戶,4,7,134,146,0.6363636363636364
2026-07-23,太平長億,隨到隨辦,二房型,一般戶,4,7,134,146,0.6363636363636364
2026-06-22,太平長億,隨到隨辦,二房型,關懷戶,1,8,102,111,0.8888888888888888
2026-06-23,太平長億,隨到隨辦,二房型,關懷戶,1,8,102,111,0.8888888888888888
2026-06-24,太平長億,隨到隨辦,二房型,關懷戶,1,8,103,112,0.8888888888888888
2026-07-09,太平長億,隨到隨辦,二房型,關懷戶,1,8,109,118,0.8888888888888888
2026-07-10,太平長億,隨到隨辦,二房型,關懷戶,1,8,109,118,0.8888888888888888
2026-07-11,太平長億,隨到隨辦,二房型,關懷戶,1,8,109,118,0.8888888888888888
2026-07-12,太平長億,隨到隨辦,二房型,關懷戶,1,8,109,118,0.8888888888888888
2026-07-13,太平長億,隨到隨辦,二房型,關懷戶,1,8,109,118,0.8888888888888888
2026-07-14,太平長億,隨到隨辦,二房型,關懷戶,1,8,109,118,0.8888888888888888
2026-07-15,太平長億,隨到隨辦,二房型,關懷戶,1,9,108,118,0.9
2026-07-16,太平長億,隨到隨辦,二房型,關懷戶,1,9,108,118,0.9
2026-07-17,太平長億,隨到隨辦,二房型,關懷戶,1,9,108,118,0.9
2026-07-18,太平長億,隨到隨辦,二房型,關懷戶,1,9,108,118,0.9
2026-07-19,太平長億,隨到隨辦,二房型,關懷戶,1,9,108,118,0.9
2026-07-20,太平長億,隨到隨辦,二房型,關懷戶,1,9,108,118,0.9
2026-07-21,太平長億,隨到隨辦,二房型,關懷戶,1,10,107,118,0.9090909090909092
2026-07-22,太平長億,隨到隨辦,二房型,關懷戶,1,10,109,120,0.9090909090909092
2026-07-23,太平長億,隨到隨辦,二房型,關懷戶,1,10,109,120,0.9090909090909091
2026-06-22,東區台中公園一期,新案場招租,一房型,一般戶,117,40,1179,1336,0.2547770700636942
2026-06-23,東區台中公園一期,新案場招租,一房型,一般戶,117,40,1179,1336,0.2547770700636942
2026-06-24,東區台中公園一期,新案場招租,一房型,一般戶,117,40,1179,1336,0.2547770700636942
2026-07-09,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-10,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-11,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-12,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-13,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-14,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-15,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-16,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-17,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-18,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-19,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-20,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-21,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-22,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.2531645569620253
2026-07-23,東區台中公園一期,新案場招租,一房型,一般戶,118,40,1179,1337,0.25316455696202533
2026-06-22,東區台中公園一期,新案場招租,一房型,關懷戶,136,27,76,239,0.1656441717791411
2026-06-23,東區台中公園一期,新案場招租,一房型,關懷戶,136,27,76,239,0.1656441717791411
2026-06-24,東區台中公園一期,新案場招租,一房型,關懷戶,136,27,76,239,0.1656441717791411
2026-07-09,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-10,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-11,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-12,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-13,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-14,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-15,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-16,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-17,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-18,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-19,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-20,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-21,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-22,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.1666666666666666
2026-07-23,東區台中公園一期,新案場招租,一房型,關懷戶,135,27,76,238,0.16666666666666666
2026-06-22,東區台中公園一期,新案場招租,三房型,一般戶,31,9,30,70,0.225
2026-06-23,東區台中公園一期,新案場招租,三房型,一般戶,31,9,30,70,0.225
2026-06-24,東區台中公園一期,新案場招租,三房型,一般戶,31,9,30,70,0.225
2026-07-09,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-10,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-11,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-12,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-13,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-14,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-15,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-16,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-17,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-18,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-19,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-20,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-21,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-22,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.2307692307692307
2026-07-23,東區台中公園一期,新案場招租,三房型,一般戶,30,9,30,69,0.23076923076923078
2026-06-22,東區台中公園一期,新案場招租,三房型,關懷戶,20,3,71,94,0.1304347826086956
2026-06-23,東區台中公園一期,新案場招租,三房型,關懷戶,20,3,71,94,0.1304347826086956
2026-06-24,東區台中公園一期,新案場招租,三房型,關懷戶,20,3,71,94,0.1304347826086956
2026-07-09,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-10,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-11,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-12,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-13,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-14,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-15,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-16,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-17,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-18,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-19,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-20,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-21,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-22,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-07-23,東區台中公園一期,新案場招租,三房型,關懷戶,21,3,71,95,0.125
2026-06-22,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-06-23,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-06-24,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-09,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-10,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-11,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-12,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-13,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-14,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-15,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-16,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-17,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-18,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-19,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-20,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-21,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-22,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.1538461538461538
2026-07-23,東區台中公園一期,新案場招租,二房型,一般戶,99,18,341,458,0.15384615384615385
2026-06-22,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-06-23,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-06-24,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-09,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-10,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-11,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-12,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-13,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-14,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-15,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-16,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-17,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-18,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-19,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-20,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-21,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-22,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-07-23,東區台中公園一期,新案場招租,二房型,關懷戶,56,6,154,216,0.0967741935483871
2026-06-22,東區恊園,隨到隨辦,一房型,一般戶,0,0,6,6,
2026-06-23,東區恊園,隨到隨辦,一房型,一般戶,0,0,6,6,
2026-06-24,東區恊園,隨到隨辦,一房型,一般戶,0,0,20,20,
2026-07-09,東區恊園,隨到隨辦,一房型,一般戶,0,0,127,127,
2026-07-10,東區恊園,隨到隨辦,一房型,一般戶,0,0,127,127,
2026-07-11,東區恊園,隨到隨辦,一房型,一般戶,0,0,127,127,
2026-07-12,東區恊園,隨到隨辦,一房型,一般戶,0,0,127,127,
2026-07-13,東區恊園,隨到隨辦,一房型,一般戶,0,0,127,127,
2026-07-14,東區恊園,隨到隨辦,一房型,一般戶,0,0,127,127,
2026-07-15,東區恊園,隨到隨辦,一房型,一般戶,1,0,126,127,0.0
2026-07-16,東區恊園,隨到隨辦,一房型,一般戶,1,0,135,136,0.0
2026-07-17,東區恊園,隨到隨辦,一房型,一般戶,1,0,155,156,0.0
2026-07-18,東區恊園,隨到隨辦,一房型,一般戶,1,0,155,156,0.0
2026-07-19,東區恊園,隨到隨辦,一房型,一般戶,1,0,155,156,0.0
2026-07-20,東區恊園,隨到隨辦,一房型,一般戶,1,0,166,167,0.0
2026-07-21,東區恊園,隨到隨辦,一房型,一般戶,1,0,166,167,0.0
2026-07-22,東區恊園,隨到隨辦,一房型,一般戶,1,0,181,182,0.0
2026-07-23,東區恊園,隨到隨辦,一房型,一般戶,1,0,181,182,0.0
2026-06-22,東區恊園,隨到隨辦,一房型,關懷戶,0,0,0,0,
2026-06-23,東區恊園,隨到隨辦,一房型,關懷戶,0,0,0,0,
2026-06-24,東區恊園,隨到隨辦,一房型,關懷戶,0,0,7,7,
2026-07-09,東區恊園,隨到隨辦,一房型,關懷戶,0,1,56,57,1.0
2026-07-10,東區恊園,隨到隨辦,一房型,關懷戶,0,1,56,57,1.0
2026-07-11,東區恊園,隨到隨辦,一房型,關懷戶,0,1,56,57,1.0
2026-07-12,東區恊園,隨到隨辦,一房型,關懷戶,0,1,56,57,1.0
2026-07-13,東區恊園,隨到隨辦,一房型,關懷戶,0,1,56,57,1.0
2026-07-14,東區恊園,隨到隨辦,一房型,關懷戶,0,1,56,57,1.0
2026-07-15,東區恊園,隨到隨辦,一房型,關懷戶,0,1,56,57,1.0
2026-07-16,東區恊園,隨到隨辦,一房型,關懷戶,0,1,61,62,1.0
2026-07-17,東區恊園,隨到隨辦,一房型,關懷戶,0,1,65,66,1.0
2026-07-18,東區恊園,隨到隨辦,一房型,關懷戶,0,1,65,66,1.0
2026-07-19,東區恊園,隨到隨辦,一房型,關懷戶,0,1,65,66,1.0
2026-07-20,東區恊園,隨到隨辦,一房型,關懷戶,0,1,68,69,1.0
2026-07-21,東區恊園,隨到隨辦,一房型,關懷戶,0,1,68,69,1.0
2026-07-22,東區恊園,隨到隨辦,一房型,關懷戶,0,1,79,80,1.0
2026-07-23,東區恊園,隨到隨辦,一房型,關懷戶,0,1,79,80,1.0
2026-06-24,東區恊園,隨到隨辦,三房型,一般戶,0,0,2,2,
2026-07-09,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-10,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-11,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-12,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-13,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-14,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-15,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-16,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-17,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-18,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-19,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-20,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-21,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-22,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-07-23,東區恊園,隨到隨辦,三房型,一般戶,0,0,9,9,
2026-06-24,東區恊園,隨到隨辦,三房型,關懷戶,0,0,2,2,
2026-07-09,東區恊園,隨到隨辦,三房型,關懷戶,0,0,19,19,
2026-07-10,東區恊園,隨到隨辦,三房型,關懷戶,0,0,19,19,
2026-07-11,東區恊園,隨到隨辦,三房型,關懷戶,0,0,19,19,
2026-07-12,東區恊園,隨到隨辦,三房型,關懷戶,0,0,19,19,
2026-07-13,東區恊園,隨到隨辦,三房型,關懷戶,0,0,19,19,
2026-07-14,東區恊園,隨到隨辦,三房型,關懷戶,0,0,19,19,
2026-07-15,東區恊園,隨到隨辦,三房型,關懷戶,1,0,18,19,0.0
2026-07-16,東區恊園,隨到隨辦,三房型,關懷戶,1,0,20,21,0.0
2026-07-17,東區恊園,隨到隨辦,三房型,關懷戶,1,0,24,25,0.0
2026-07-18,東區恊園,隨到隨辦,三房型,關懷戶,0,0,24,24,
2026-07-19,東區恊園,隨到隨辦,三房型,關懷戶,0,0,24,24,
2026-07-20,東區恊園,隨到隨辦,三房型,關懷戶,0,0,25,25,
2026-07-21,東區恊園,隨到隨辦,三房型,關懷戶,1,0,25,26,0.0
2026-07-22,東區恊園,隨到隨辦,三房型,關懷戶,1,0,30,31,0.0
2026-07-23,東區恊園,隨到隨辦,三房型,關懷戶,1,0,30,31,0.0
2026-06-22,東區恊園,隨到隨辦,二房型,一般戶,0,0,2,2,
2026-06-23,東區恊園,隨到隨辦,二房型,一般戶,0,0,2,2,
2026-06-24,東區恊園,隨到隨辦,二房型,一般戶,0,0,10,10,
2026-07-09,東區恊園,隨到隨辦,二房型,一般戶,0,1,53,54,1.0
2026-07-10,東區恊園,隨到隨辦,二房型,一般戶,0,1,53,54,1.0
2026-07-11,東區恊園,隨到隨辦,二房型,一般戶,0,1,53,54,1.0
2026-07-12,東區恊園,隨到隨辦,二房型,一般戶,0,1,53,54,1.0
